id,sugar,total_fat,cluster
1897102,18.75,25.0,2
1336058,60.61,15.15,3
1542844,7.14,35.71,2
500809,3.57,0.0,0
1709115,7.69,0.0,0
1373393,3.12,6.25,0
1173853,4.8,2.0,0
1997205,0.0,25.0,2
1899809,28.0,9.0,1
1746234,53.57,17.86,3
433417,52.27,15.91,3
672966,11.25,0.0,0
1120395,3.54,4.42,0
2010137,6.67,3.33,0
1525233,42.11,15.79,1
1177847,0.0,9.38,0
407758,11.11,11.11,0
2091634,2.48,10.74,0
400978,32.5,0.0,1
1489371,4.8,4.0,0
2034138,0.0,32.14,2
494274,0.77,0.0,0
2083038,6.8,0.0,0
1529315,37.5,0.0,1
1845662,3.12,31.25,2
430298,0.0,25.0,2
361129,0.0,1.19,0
645558,10.71,46.43,2
1598920,1.18,15.29,0
1590294,2.08,3.33,0
477109,50.0,0.0,1
550767,0.0,3.33,0
2057218,0.0,12.5,0
1770001,12.54,0.0,0
824092,24.66,16.44,1
1410948,3.53,0.0,0
1507070,4.35,15.22,0
613830,1.75,6.14,0
2105843,14.52,0.0,0
1212464,2.31,1.54,0
1309780,0.0,10.29,0
2092221,4.6,0.0,0
391859,21.43,3.57,1
1624353,0.0,15.48,0
1768685,12.0,2.67,0
1193910,2.27,0.0,0
1983880,0.0,32.14,2
1729982,55.17,0.0,1
374286,0.0,0.88,0
1962945,20.59,0.0,0
1122267,15.62,34.38,2
1864621,0.0,28.57,2
1727207,9.52,19.05,2
1138551,0.0,14.0,0
347177,40.62,3.12,1
621272,22.73,13.64,1
1201405,15.19,0.0,0
357338,0.0,0.0,0
470955,26.67,16.67,1
2054440,1.41,4.23,0
356967,0.0,0.0,0
376534,0.0,26.67,2
1423338,0.0,20.0,2
1933132,43.24,0.0,1
1997546,10.34,6.03,0
1496855,1.79,1.79,0
839498,3.33,26.67,2
829350,3.53,35.34,2
1106959,0.78,0.0,0
1877594,15.0,25.0,2
1262336,0.0,12.5,0
829948,0.0,23.33,2
1677295,0.82,0.0,0
1368619,34.21,28.95,3
1155235,20.0,20.0,2
2017585,9.73,0.0,0
2201708,8.89,0.0,0
2054941,1.75,10.53,0
1963052,0.0,0.0,0
2145461,22.0,24.0,2
1153653,5.26,0.0,0
2052021,2.35,1.76,0
2154148,21.43,46.43,2
421593,41.86,23.26,3
1646248,3.85,1.92,0
2062573,15.62,37.5,2
1226471,3.33,43.33,2
1165590,5.81,0.0,0
1589376,10.42,0.0,0
366814,2.17,1.09,0
1046009,5.0,1.04,0
381589,0.0,5.88,0
588502,5.0,0.83,0
1945006,0.0,28.57,2
475837,46.67,10.0,1
496876,0.0,0.0,0
1697491,38.3,17.02,3
2196001,0.0,6.15,0
1999291,36.67,15.0,1
1971004,0.0,17.33,2
1499748,2.04,6.53,0
1624803,1.02,8.16,0
1404331,10.0,23.33,2
1152112,16.67,0.0,0
541556,0.0,0.0,0
1224019,3.57,32.14,2
2121443,24.72,16.85,1
965079,0.0,28.57,2
1231867,50.0,0.0,1
1378098,0.0,0.61,0
2098128,20.0,1.82,0
731048,17.86,32.14,2
717486,7.14,5.36,0
1720565,13.92,0.63,0
1331012,20.0,46.67,2
808796,0.41,1.22,0
1597105,8.57,0.0,0
1967974,0.0,23.33,2
428535,39.29,21.43,3
1364911,3.33,0.0,0
1122180,3.51,3.51,0
2051170,20.0,23.33,2
1606587,2.82,0.7,0
1464444,3.57,1.79,0
1746864,4.17,10.0,0
1599576,6.67,8.33,0
1083121,22.68,13.4,1
886406,0.0,35.71,2
1264407,0.82,0.82,0
1629680,3.33,20.0,2
1769423,0.0,32.14,2
1562929,15.0,12.5,0
448936,17.14,0.0,0
1323528,13.33,11.67,0
1025603,3.31,11.26,0
1737330,1.96,10.78,0
2117015,0.0,0.0,0
1208385,4.29,5.71,0
1717038,6.25,3.12,0
1983019,1.18,11.76,0
1310660,7.0,0.0,0
1661478,6.67,46.67,2
1641835,22.22,8.33,1
1342698,35.29,14.71,1
477369,20.0,2.5,0
522403,51.16,18.6,3
1243408,5.0,0.0,0
1007637,2.5,11.25,0
394554,3.57,1.79,0
1894516,9.58,0.0,0
660344,41.67,20.83,3
359300,37.5,12.5,1
1355099,0.0,0.0,0
2024095,0.81,5.69,0
1560422,0.88,7.96,0
1705493,34.88,13.95,1
2045196,10.42,0.0,0
514030,0.0,28.57,2
1366705,43.75,0.0,1
712336,14.55,9.09,0
1922281,4.88,10.57,0
611520,10.0,26.67,2
524192,5.56,0.0,0
1165649,0.0,0.6,0
1932603,42.86,0.0,1
513669,3.57,50.0,2
1530554,8.0,0.0,0
1116011,0.0,30.0,2
1743510,46.43,8.93,1
916612,0.0,11.67,0
854692,3.33,43.33,2
1201259,0.0,7.14,0
459321,5.26,1.75,0
1694017,9.17,0.0,0
457090,7.14,3.57,0
1555785,2.02,0.51,0
1160136,0.0,0.88,0
1671190,25.0,21.43,3
1903906,1.28,5.13,0
581815,32.43,8.11,1
1977530,38.33,15.0,1
1693430,2.86,28.57,2
1606148,2.94,8.82,0
2125029,15.15,27.27,2
1493699,22.12,0.0,1
1993064,2.92,0.75,0
1825061,22.81,15.79,1
868734,35.71,5.36,1
1688327,43.33,20.0,3
1876503,33.33,20.0,3
726472,1.18,8.24,0
1730558,7.14,14.29,0
1766016,0.0,16.67,0
1300419,11.69,2.15,0
821636,0.0,14.29,0
1941933,12.5,46.88,2
1971879,2.35,0.0,0
896370,21.43,3.57,1
774152,33.33,30.0,3
1867749,0.77,0.0,0
1106154,15.62,0.78,0
1184972,3.57,21.43,2
1290696,9.29,0.0,0
1179528,21.88,3.12,1
356430,43.24,0.0,1
359990,3.57,50.0,2
602622,4.17,0.0,0
1365694,3.33,46.67,2
2155830,5.36,32.14,2
521262,0.0,12.5,0
380314,0.0,46.67,2
1295530,0.0,0.0,0
2034091,0.0,16.67,0
2150363,27.0,9.0,1
566845,0.0,32.14,2
529506,0.0,0.0,0
1807887,1.05,0.0,0
1975328,0.77,0.5,0
1663708,0.0,21.43,2
941548,47.62,38.1,3
1255352,15.56,0.0,0
2155636,1.1,17.58,2
1901372,5.0,0.0,0
846838,25.0,16.07,1
404553,7.14,17.86,2
549298,0.0,33.33,2
1056349,40.0,11.11,1
1738350,10.71,28.57,2
1197129,0.0,0.0,0
512522,0.0,21.43,2
1185563,0.0,30.0,2
1369240,5.83,2.08,0
2136347,18.33,7.5,0
1896132,9.09,3.03,0
1269185,7.14,6.43,0
1799474,12.22,0.0,0
703878,0.0,6.67,0
2037054,8.24,0.0,0
1974091,0.0,0.0,0
1646038,6.67,30.0,2
1263871,3.33,0.0,0
1975652,2.73,5.8,0
463849,8.46,0.77,0
708138,26.0,14.0,1
366159,13.33,0.0,0
467213,3.92,18.63,2
2133288,10.0,20.0,2
364766,34.29,37.14,3
1494029,3.51,7.02,0
1671569,17.86,46.43,2
1739639,3.33,0.0,0
1397797,16.0,8.0,0
1316980,15.29,0.88,0
379144,1.0,8.0,0
600079,0.65,20.26,2
1723379,3.12,0.0,0
386392,27.78,5.56,1
1261253,0.0,30.0,2
1923871,0.95,7.63,0
1736547,17.86,25.0,2
2040361,1.43,7.14,0
346538,0.0,3.03,0
1996081,0.0,0.0,0
1856638,0.0,28.57,2
2192142,0.0,2.21,0
1843292,1.69,2.95,0
1572823,1.67,0.0,0
1503492,42.86,35.71,3
676588,20.0,20.0,2
1184267,0.0,32.14,2
1139702,60.0,0.0,1
2134203,0.0,38.89,2
680974,6.67,8.33,0
1144510,3.57,32.14,2
849414,11.25,2.08,0
638900,1.79,0.89,0
1905726,30.39,11.76,1
1321740,1.75,1.75,0
955913,17.86,3.57,0
578445,0.0,10.0,0
366834,0.61,0.0,0
579105,3.85,50.0,2
2142733,33.33,20.51,3
1810780,3.57,3.57,0
570440,2.35,0.0,0
2115401,25.0,0.0,1
595306,4.88,2.44,0
2116514,5.83,1.04,0
981391,0.0,0.0,0
446392,28.89,22.22,3
1787965,1.25,0.0,0
1464266,0.0,0.77,0
2149977,0.0,32.14,2
2186008,16.35,9.62,0
2021092,0.0,32.14,2
2120337,0.0,21.43,2
756354,0.0,0.0,0
593070,6.53,23.12,2
2127254,0.0,34.78,2
904794,28.57,31.43,3
493272,15.42,0.21,0
1035439,0.77,0.0,0
2077048,33.33,3.33,1
1049321,0.0,0.0,0
1047489,5.45,1.82,0
574903,45.0,0.0,1
1598496,10.0,6.67,0
1163703,0.78,0.0,0
932686,38.1,14.29,1
1205628,20.0,0.0,0
561270,20.0,0.0,0
1471826,3.57,21.43,2
1943332,0.0,0.0,0
440336,11.76,5.88,0
1089231,47.37,0.0,1
1655281,0.0,0.0,0
1783143,50.0,29.63,3
2155064,3.33,11.67,0
1465982,40.62,3.12,1
1461833,0.0,1.67,0
2181817,46.43,21.43,3
2151312,0.0,0.88,0
1806295,2.35,8.24,0
1304841,0.0,0.0,0
793961,0.0,0.0,0
1350149,6.67,23.33,2
1635013,2.0,5.0,0
1789202,21.74,0.0,1
2072180,39.13,2.17,1
1179724,4.8,0.4,0
1552194,14.29,0.0,0
715972,25.0,14.17,1
737560,42.86,22.86,3
1241654,21.43,14.29,1
1857909,1.18,4.71,0
1340165,25.0,12.9,1
364627,4.71,4.71,0
402341,55.81,0.0,1
1006841,4.09,5.2,0
2016864,0.0,0.0,0
1794131,44.0,36.0,3
615104,0.0,8.93,0
570648,7.38,0.0,0
1790996,2.3,0.0,0
2148274,3.57,1.79,0
2127034,6.25,50.0,2
2138699,0.0,35.48,2
438052,12.5,26.79,2
973861,19.05,28.57,2
376977,3.23,0.0,0
1596310,7.14,14.29,0
1482058,28.57,39.29,3
2068065,3.57,3.57,0
1535191,5.42,0.83,0
630708,1.8,7.21,0
794479,10.0,3.0,0
842664,1.85,5.56,0
1417923,0.0,0.0,0
405297,14.47,0.0,0
2088390,0.0,0.0,0
2117073,0.0,4.46,0
412084,10.83,0.0,0
686392,2.4,8.0,0
449716,0.0,50.0,2
1832571,1.76,0.55,0
1203326,26.47,17.65,1
1920683,6.17,0.0,0
1709173,22.73,34.09,2
1973041,4.24,4.24,0
1514418,0.0,1.68,0
1456772,23.64,8.18,1
1549392,50.0,0.0,1
1867012,4.42,4.42,0
552563,3.33,11.67,0
1304972,19.77,1.16,0
2062688,0.0,1.79,0
1700670,5.0,0.0,0
1412214,20.0,20.0,2
1289660,39.29,10.71,1
2122504,10.0,9.0,0
1397994,26.67,15.83,1
1151717,38.89,50.0,3
1897357,3.57,28.57,2
1600076,57.14,32.14,3
345041,1.3,7.4,0
431378,3.33,18.33,2
771234,0.0,5.0,0
2035182,3.41,0.0,0
1934702,42.86,14.29,1
1316264,0.0,33.33,2
550187,10.71,14.29,0
437540,0.0,8.93,0
1811462,3.2,5.6,0
896574,3.75,0.0,0
612792,0.0,16.67,0
654440,4.08,4.9,0
1459499,0.0,1.34,0
593636,1.71,0.0,0
562758,1.79,1.79,0
2143080,15.94,2.17,0
1538327,0.0,32.14,2
1873273,0.0,0.0,0
1767619,18.42,0.0,0
1247976,0.0,40.0,2
1692110,50.0,32.14,3
1688155,0.7,4.2,0
2016779,1.85,1.85,0
1309441,2.96,0.0,0
499677,10.83,0.0,0
438489,4.24,0.88,0
2143308,0.0,25.0,2
1787552,7.08,0.0,0
588320,0.8,0.4,0
529969,3.57,35.71,2
1984467,4.58,3.75,0
1927527,0.0,35.71,2
2201885,17.5,21.25,2
1740599,44.44,38.89,3
1890043,11.29,17.74,2
438170,53.33,0.0,1
1929393,14.71,0.88,0
560633,53.33,33.33,3
2106732,2.0,46.0,2
745348,7.02,12.28,0
1528778,5.0,0.0,0
1107087,1.19,9.52,0
1565646,0.0,9.38,0
1056711,3.75,0.0,0
1496028,21.54,10.77,1
1801341,30.0,12.5,1
1693840,11.43,12.86,0
2034713,16.67,0.0,0
1338387,3.03,1.52,0
959641,2.14,5.71,0
1930510,2.75,3.92,0
767698,0.0,0.88,0
594882,14.81,0.0,0
1642936,33.33,26.19,3
1613995,9.02,0.0,0
519538,39.47,23.68,3
1091819,0.94,17.92,2
1771620,28.57,34.29,3
2136568,14.55,16.36,0
1226686,52.94,20.59,3
564022,0.8,4.8,0
1563742,3.77,33.96,2
1270597,3.2,0.0,0
1233277,36.0,16.0,1
556133,22.5,5.0,1
628888,26.67,9.33,1
407803,0.0,28.57,2
485081,26.47,32.35,3
2065159,1.64,6.56,0
1813066,0.0,32.14,2
1856506,0.77,0.0,0
2174046,0.0,0.0,0
1193681,0.0,0.0,0
2160576,1.64,15.57,0
1960161,3.57,50.0,2
1825858,43.33,0.0,1
408794,0.0,1.79,0
1125722,8.85,15.04,0
1925532,5.88,2.94,0
1972984,2.0,8.0,0
1652991,38.89,0.0,1
1516455,0.0,0.0,0
584777,0.0,0.0,0
538724,2.36,4.72,0
631792,5.71,0.0,0
1895344,1.76,22.35,2
834532,1.22,25.61,2
1798712,0.0,7.14,0
2066272,2.65,0.0,0
1163372,0.0,6.17,0
350992,0.0,0.0,0
1723621,5.05,0.25,0
2197678,28.07,14.04,1
1643770,23.81,0.0,1
1135872,3.85,3.85,0
1683690,0.89,0.89,0
1743023,6.49,7.79,0
1725243,31.03,24.14,3
1861365,6.45,16.13,0
2125640,0.0,0.0,0
456039,21.57,0.0,1
1698794,0.0,2.5,0
2024555,3.57,1.79,0
736208,0.0,1.76,0
2114211,15.88,0.88,0
2114583,2.86,13.57,0
1363706,15.42,0.0,0
1542306,2.0,6.0,0
639284,9.38,46.88,2
377464,51.28,33.33,3
1346170,5.0,0.0,0
1496531,35.71,21.43,3
1560857,22.0,12.0,1
1688723,0.51,7.58,0
2179956,0.0,0.91,0
365452,0.0,10.71,0
434545,3.57,46.43,2
2185957,3.23,19.35,2
1243995,2.35,0.0,0
1995788,2.31,20.77,2
974141,0.0,0.0,0
1930511,28.57,16.07,1
525948,0.8,0.4,0
449912,0.0,0.91,0
1410421,52.78,0.0,1
604061,8.1,1.43,0
1396111,3.23,0.0,0
1806112,0.0,32.14,2
1493646,0.83,0.0,0
1183443,3.23,0.0,0
1522975,3.57,32.14,2
1258885,0.0,21.43,2
1940157,0.0,0.0,0
915686,1.63,5.71,0
1959695,55.0,25.0,3
951651,0.0,28.85,2
539977,46.43,0.0,1
702822,5.47,1.17,0
1387889,38.89,50.0,3
1802818,0.0,11.11,0
483281,5.0,7.5,0
381859,51.16,27.91,3
349194,50.0,5.36,1
2110677,8.24,8.24,0
1191670,7.14,32.14,2
1863506,0.0,0.0,0
1874665,54.29,0.0,1
1404915,0.0,5.0,0
547937,3.57,5.36,0
1376187,47.5,0.0,1
1769334,21.21,0.0,1
459987,3.53,0.0,0
1151971,4.76,1.59,0
2182645,0.0,18.55,2
1935188,0.31,2.77,0
2066173,3.2,0.0,0
1673476,4.24,11.02,0
1948543,0.0,15.0,0
1980729,0.0,39.29,2
1588474,7.5,0.0,0
1888482,3.57,19.64,2
1877020,0.0,32.14,2
1783285,0.0,1.09,0
630786,4.58,0.0,0
1894698,23.53,2.35,1
1265762,3.28,0.0,0
2024782,20.0,0.0,0
792945,0.0,0.0,0
1144436,0.0,0.0,0
1418822,0.0,0.0,0
2045131,47.5,0.0,1
1377734,46.67,16.67,3
1802960,12.03,0.0,0
1220222,53.33,0.0,1
473209,46.67,22.67,3
765792,0.0,1.77,0
1312881,0.0,5.36,0
1767870,47.5,0.0,1
1493207,1.19,22.62,2
585436,0.0,25.0,2
1806602,3.57,0.0,0
2097617,8.57,0.0,0
1249465,0.0,20.83,2
2119382,0.42,0.0,0
514983,1.18,20.0,2
1946893,0.0,32.14,2
1899123,3.57,7.14,0
1252419,0.0,14.52,0
1683264,6.25,15.62,0
1317871,3.57,10.71,0
1870247,0.0,42.86,2
1091857,1.77,5.31,0
617908,2.96,5.19,0
1318347,43.24,27.03,3
1863686,4.76,7.14,0
683290,0.0,7.14,0
1119116,11.11,0.0,0
1217032,0.89,17.86,2
648264,0.42,0.0,0
1128513,60.0,0.0,1
1807594,6.18,0.0,0
1177818,3.57,2.68,0
1817805,3.03,7.58,0
1894883,14.04,12.28,0
1267841,9.33,16.0,0
701140,10.42,0.0,0
1032347,9.17,0.0,0
1542003,2.5,2.5,0
552808,43.33,20.0,3
391114,28.57,5.71,1
1701375,0.0,35.71,2
793287,10.62,1.33,0
1934585,2.78,4.17,0
1637036,1.82,3.64,0
1292585,10.83,0.0,0
1186788,25.71,3.57,1
492683,30.0,40.0,3
1463465,25.93,16.67,1
1977387,26.0,6.0,1
1127051,0.0,5.71,0
1955098,58.97,0.0,1
1480156,0.88,6.19,0
441805,0.0,32.14,2
1156106,25.0,8.93,1
600947,14.29,8.93,0
375532,6.98,2.71,0
1951790,1.18,5.88,0
628210,1.35,3.03,0
1668514,7.14,3.57,0
2112551,0.0,25.0,2
1942762,1.0,10.0,0
1379680,8.33,16.67,0
1687110,31.43,14.29,1
1193313,23.29,13.7,1
1581494,42.86,17.14,3
400986,8.11,0.0,0
1412421,18.33,20.0,2
1559582,30.56,0.0,1
2052093,35.0,0.0,1
1518199,0.0,25.0,2
466683,5.06,11.39,0
570470,0.0,0.0,0
678580,3.0,14.5,0
1292293,31.58,21.05,3
987337,9.26,1.54,0
2102944,1.75,14.04,0
1639277,3.57,5.36,0
1167582,44.83,24.14,3
604662,4.52,0.0,0
550304,5.56,5.56,0
2078768,3.23,12.9,0
950326,8.43,4.22,0
1248360,47.62,19.05,3
550921,4.84,5.65,0
1930020,14.71,1.47,0
1142225,3.33,11.67,0
1870396,29.63,22.22,3
605388,2.4,0.0,0
1486652,1.22,6.53,0
1130765,10.0,20.0,2
535439,26.09,26.09,3
780708,33.33,22.22,3
480975,0.0,9.41,0
1140970,0.0,0.0,0
1706645,58.82,0.0,1
1779632,2.94,3.24,0
2185872,13.33,0.0,0
1627790,10.42,0.0,0
1239578,29.41,23.53,3
1871437,0.0,39.29,2
1982717,7.06,0.0,0
1986443,0.87,0.0,0
1482880,0.77,0.0,0
1692679,22.92,12.5,1
561460,1.69,0.0,0
504177,0.0,0.0,0
508560,0.35,3.17,0
1075423,28.79,22.73,3
1176435,9.38,46.88,2
1741211,20.0,0.0,0
586523,4.71,0.0,0
1956991,34.12,23.53,3
438160,0.0,21.43,2
1670510,51.72,1.72,1
459952,0.0,9.29,0
1097477,20.0,26.67,2
711216,2.65,2.35,0
433429,42.11,15.79,1
1666150,0.0,1.79,0
513472,10.0,10.0,0
448276,5.56,1.11,0
1010287,30.56,19.44,3
1150042,22.86,10.0,1
1559904,20.0,32.5,2
1478450,31.43,5.71,1
1647825,3.2,0.8,0
1269624,4.9,11.19,0
1414408,22.39,11.94,1
871406,7.14,32.14,2
1561011,0.0,0.0,0
1346096,0.0,12.5,0
2008461,3.57,10.71,0
1274858,2.22,5.56,0
1388508,52.0,10.0,1
1885737,0.0,5.26,0
2203433,0.0,1.62,0
1066653,0.0,39.29,2
418051,20.0,6.67,1
1199724,22.58,45.16,2
1993546,24.32,1.35,1
2107555,10.0,0.0,0
1923975,6.05,5.58,0
1747249,0.0,0.59,0
1351353,3.28,8.2,0
647046,10.0,0.0,0
1476280,4.76,23.81,2
2172388,2.22,3.33,0
552301,3.57,1.79,0
2118134,16.95,0.0,0
633426,23.68,44.74,2
1833269,53.33,20.0,3
1817496,50.0,23.33,3
401444,3.97,0.0,0
1252784,2.5,0.0,0
1258322,40.0,13.33,1
1628178,11.11,33.33,2
1855601,22.5,5.0,1
649596,0.0,0.0,0
1945133,6.67,43.33,2
1587886,10.0,36.67,2
2120840,8.0,3.0,0
1590463,11.25,0.0,0
1258144,17.0,10.0,0
2201472,5.0,3.33,0
554853,5.54,1.85,0
1135989,6.67,14.44,0
2115915,32.73,16.36,1
1928795,10.0,0.0,0
957173,40.0,8.33,1
1290700,4.29,0.0,0
1593975,34.62,17.31,1
1954479,0.0,1.34,0
1462483,2.08,0.21,0
2174585,33.33,0.0,1
2055173,57.14,0.0,1
835826,33.33,10.0,1
527675,13.33,23.33,2
1885907,0.0,28.57,2
1957580,6.67,0.0,0
1494002,3.33,40.0,2
1559306,0.42,10.17,0
1617397,0.0,21.43,2
1378734,0.0,10.32,0
1074349,13.33,36.67,2
711832,55.17,0.0,1
561016,0.8,1.2,0
1253547,3.57,8.93,0
640000,8.0,26.0,2
1375310,11.84,0.0,0
1785426,3.57,3.57,0
1721905,4.65,2.33,0
450039,4.71,0.0,0
1590903,22.81,42.11,2
681028,1.79,2.68,0
1318631,2.64,8.81,0
352965,5.84,0.0,0
675834,0.0,7.0,0
2027657,20.0,6.67,1
1115651,6.52,8.7,0
1782900,0.0,3.19,0
1270365,20.0,5.0,1
1070375,5.33,0.0,0
1347373,20.0,20.0,2
1216871,28.57,14.29,1
1248889,50.0,0.0,1
1043675,6.67,20.0,2
2142244,3.48,11.3,0
2127423,0.0,34.38,2
1677233,1.79,1.79,0
1746845,0.0,28.57,2
1617299,36.36,21.21,3
713508,5.63,19.72,2
1539553,1.22,0.0,0
1674295,3.44,5.92,0
474348,4.53,2.13,0
485534,0.99,15.84,0
1960714,2.69,3.85,0
385110,7.14,0.0,0
1518512,0.0,32.14,2
1989376,4.65,2.33,0
1981951,0.0,30.0,2
1844586,4.29,12.86,0
1941666,40.0,3.33,1
1728701,1.18,2.65,0
1488571,2.48,0.0,0
1350023,0.7,4.23,0
1544570,0.0,32.14,2
1157710,0.0,32.14,2
2059980,3.53,0.0,0
379283,3.7,7.41,0
1280035,0.89,1.34,0
1910998,4.0,1.2,0
1505507,40.0,0.0,1
628922,25.71,5.71,1
1693271,45.45,20.0,3
423702,57.14,10.71,1
1398642,17.86,21.43,2
2100633,0.0,0.59,0
465886,34.0,30.0,3
1697629,0.0,28.57,2
1347955,0.0,0.0,0
1912777,1.75,0.88,0
2170455,3.57,0.0,0
1966096,1.19,9.52,0
668988,4.29,0.0,0
1142293,46.67,20.0,3
1034277,1.18,2.75,0
454512,4.58,1.04,0
1166140,0.0,0.0,0
2177444,3.57,1.79,0
1696795,5.71,1.43,0
1887448,1.19,0.0,0
1127630,0.0,25.0,2
1998594,28.57,7.14,1
511422,3.57,7.14,0
1882338,0.0,22.58,2
370101,6.37,2.5,0
883010,3.57,21.43,2
680236,3.33,26.67,2
812624,0.0,9.21,0
738360,6.38,2.13,0
1328267,0.0,0.0,0
2042322,3.57,50.0,2
1619703,19.3,7.02,0
1492370,1.19,0.77,0
718198,1.79,4.46,0
2145384,1.79,6.25,0
1635380,0.0,0.0,0
1155259,2.08,3.33,0
1726494,8.2,0.41,0
362471,44.78,14.93,1
547727,1.76,5.88,0
2067027,7.75,0.0,0
1982290,2.86,0.0,0
450076,0.0,3.51,0
1905667,31.25,3.12,1
584339,26.67,20.0,3
563115,1.75,7.89,0
2022130,6.9,41.38,2
1770934,8.75,0.0,0
1909037,31.25,18.75,3
1634067,16.67,12.96,0
2184621,0.83,0.0,0
2007442,1.67,4.17,0
2129935,4.8,3.6,0
676366,18.82,10.59,0
725534,2.04,24.49,2
1340849,0.0,30.0,2
1460478,30.95,14.29,1
1363515,30.0,25.0,3
1602395,3.57,0.0,0
1758106,37.7,8.2,1
1609694,26.06,18.31,1
1002991,4.0,5.0,0
2091073,3.57,28.57,2
1843590,27.59,24.14,3
949970,3.57,1.79,0
1798770,3.0,8.0,0
1606572,3.85,1.92,0
944702,4.26,3.19,0
1456350,56.0,16.0,3
1468378,60.71,0.0,1
1155378,0.0,2.0,0
366645,26.47,0.0,1
1066341,2.35,2.35,0
1413435,0.82,5.31,0
797001,3.33,40.0,2
1896343,3.51,7.02,0
1085427,23.53,38.24,2
1475710,3.33,0.0,0
426013,13.52,0.0,0
1518781,37.21,18.6,3
608732,4.62,1.15,0
1226761,3.12,34.38,2
733970,56.67,30.0,3
1373596,0.0,8.77,0
1481272,2.83,16.98,0
1142801,44.74,0.0,1
1850475,47.83,21.74,3
1791994,5.36,2.68,0
1618828,48.39,32.26,3
1380600,11.0,7.0,0
1455885,0.42,1.04,0
1987456,3.03,0.3,0
532629,3.33,40.0,2
399400,0.0,3.12,0
456282,29.17,15.62,1
1558364,20.0,0.0,0
374622,3.64,5.45,0
1951920,10.67,0.0,0
519532,17.5,20.0,2
541962,12.22,0.0,0
639990,35.71,8.93,1
1509102,0.0,7.95,0
389742,0.0,6.67,0
2038466,5.71,11.43,0
1475670,24.29,11.43,1
1637869,3.57,17.86,2
1510195,9.57,2.13,0
603414,1.24,1.66,0
1840850,0.0,0.0,0
350711,0.0,0.0,0
480771,3.54,1.33,0
1274181,10.0,0.0,0
1945362,11.54,30.77,2
472525,19.3,7.89,0
2163532,1.18,7.06,0
1724831,0.0,30.0,2
371400,20.93,1.74,1
1242113,0.84,0.0,0
1835623,1.18,4.12,0
1678623,17.81,13.7,0
1977226,0.0,21.43,2
1209483,2.54,0.0,0
1613085,3.41,6.82,0
576779,1.72,3.45,0
2122632,20.0,1.67,0
1512987,12.92,0.0,0
2036230,1.76,0.88,0
1837430,5.0,5.0,0
1415042,0.28,0.46,0
1676143,20.0,16.0,1
1859080,0.82,0.61,0
1118266,3.33,16.67,0
1235987,3.57,32.14,2
2043463,0.0,17.86,2
1223362,3.57,28.57,2
1090701,39.58,9.38,1
1240649,8.75,0.0,0
393121,35.71,16.07,1
1711647,5.56,50.0,2
1107079,3.57,16.07,0
1802109,3.23,0.0,0
916922,0.0,25.0,2
599082,3.33,11.11,0
1348087,22.35,8.24,1
1186175,29.09,0.0,1
906800,4.04,1.01,0
1631024,3.57,1.79,0
1197427,33.33,0.0,1
1119725,1.6,6.4,0
1716640,3.33,10.0,0
1654838,2.05,4.11,0
1464156,2.86,0.0,0
1671015,0.0,5.56,0
393787,0.0,0.0,0
1856647,13.57,0.0,0
2194483,23.23,11.11,1
590853,51.96,18.63,3
2007832,1.6,0.4,0
1810423,12.12,0.0,0
407095,25.0,16.07,1
1274587,32.5,30.0,3
760444,12.94,0.59,0
1913701,0.0,19.3,2
1693070,3.38,8.11,0
425874,0.0,0.0,0
1731988,42.31,21.15,3
569704,15.42,0.0,0
1646024,1.22,2.04,0
1926752,40.0,20.0,3
475772,1.79,0.89,0
833922,7.14,25.0,2
1255991,1.43,3.57,0
2009548,14.29,0.0,0
1722750,3.33,0.0,0
1644302,39.29,3.57,1
578429,22.5,17.5,1
1342113,47.62,28.57,3
1129117,38.89,50.0,3
1649454,0.81,4.84,0
1808792,14.62,0.0,0
1726418,4.0,6.67,0
2011608,20.0,40.0,2
2078166,23.08,0.0,1
1633239,14.29,0.0,0
493798,11.25,0.0,0
1145606,51.0,0.0,1
1380331,43.33,0.0,1
1794482,0.0,21.43,2
1554693,1.54,0.0,0
561930,32.14,32.14,3
1977432,1.79,1.79,0
850244,2.72,3.89,0
1422645,4.0,0.0,0
1697751,27.5,0.0,1
834802,0.0,28.57,2
866206,0.0,47.37,2
563535,5.42,0.0,0
1549320,0.0,3.81,0
1533480,0.0,0.0,0
720762,3.33,50.0,2
429569,23.33,16.67,1
1848662,31.03,24.14,3
448941,0.0,1.77,0
557396,47.06,29.41,3
1209335,33.96,18.87,3
1759059,21.0,4.0,1
369585,5.66,3.77,0
490250,0.0,15.18,0
1394681,4.12,0.0,0
711028,2.14,5.71,0
1329242,3.33,10.0,0
1864405,0.0,15.15,0
1803837,0.0,0.0,0
398526,40.0,30.0,3
356397,6.67,0.0,0
2080577,3.33,46.67,2
1841034,44.9,18.37,3
1488135,13.33,0.0,0
822696,0.0,1.35,0
1192672,0.0,12.9,0
572703,3.2,0.8,0
1140267,28.57,0.0,1
2120520,0.82,2.86,0
1827329,17.65,11.76,0
347749,1.25,0.42,0
1846160,26.92,23.08,3
1712418,14.08,0.0,0
2182142,9.73,0.0,0
1879015,0.0,0.0,0
775248,3.57,50.0,2
1197342,5.47,1.17,0
1803986,34.88,23.26,3
1659026,0.0,0.0,0
1905778,40.0,0.0,1
